A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,ranking,a,b,c
0.163158,0.280632,-0.00534765,-0.28865999999999997,-0.282609,0.14482799999999998,-0.0337552,-0.283019,-0.211356,-0.47440299999999996,-0.447154,0.267399,-0.426534,b>a>c,1.0,0.0,2.0
0.0631581,-0.592885,-0.208556,-0.340206,-0.195652,0.39310300000000004,0.12236300000000001,-0.433962,0.022082,-0.358362,-0.349594,0.523809,-0.13409400000000002,a>b>c,0.0,1.0,2.0
0.6736840000000001,0.304348,0.15508,-0.14432999999999999,-0.108696,0.289655,-0.025316400000000003,-0.358491,-0.47003199999999995,-0.324232,-0.365854,0.509157,0.14407999999999999,a>b>c,0.0,1.0,2.0
0.763158,0.12648199999999998,-0.0160428,-0.443299,-0.304348,0.565517,0.19409300000000002,-0.47169799999999995,0.123028,-0.382253,-0.089431,0.5897439999999999,0.122682,a>b>c,0.0,1.0,2.0
0.510526,-0.628459,-0.187166,-0.443299,-0.326087,0.46206899999999995,0.28692,-0.698113,0.0914827,-0.177474,-0.300813,0.509157,0.008559200000000001,a>b>c,0.0,1.0,2.0
0.61579,-0.494071,0.1123,-0.154639,-0.282609,0.22069,0.08860760000000001,-0.283019,0.242902,-0.16041,-0.04065030000000001,0.08424910000000001,0.115549,a>b>c,0.0,1.0,2.0
0.531579,-0.608696,-0.026737999999999998,-0.298969,-0.173913,0.310345,0.350211,-0.283019,0.05362769999999999,0.30034099999999997,0.0406504,0.340659,0.400856,a>b>c,0.0,1.0,2.0
0.0631581,-0.608696,-0.272727,-0.814433,-0.5217390000000001,0.2,0.236287,-0.849057,0.577287,0.0102389,0.0406504,0.201465,0.243937,a>b>c,0.0,1.0,2.0
0.473684,-0.640316,0.326203,-0.319588,-0.478261,0.0137931,0.11814300000000001,-0.660377,0.18612,-0.262799,0.23577199999999998,0.538461,0.407989,a>b>c,0.0,1.0,2.0
0.468421,-0.600791,0.13369,-0.6494850000000001,-0.108696,1.0,0.43459899999999996,-0.283019,-0.0788643,-0.0153583,-0.138211,0.457875,0.30099899999999996,a>b>c,0.0,1.0,2.0
0.44210600000000005,-0.541502,0.41176499999999994,-0.329897,-0.0217391,0.39310300000000004,0.0337553,-0.018868,-0.198738,-0.143345,0.0569105,0.216117,0.5649069999999999,a>b>c,0.0,1.0,2.0
0.426316,-0.632411,-0.0481284,-0.402062,0.043478300000000004,0.11724100000000001,0.0801688,-0.698113,-0.23659299999999997,-0.220137,-0.284553,0.413919,0.115549,a>b>c,0.0,1.0,2.0
0.331579,-0.608696,0.17647100000000002,0.0206185,0.0,0.365517,0.029535900000000004,-0.735849,0.287066,-0.151877,-0.18699200000000002,0.289377,0.20114100000000001,a>b>c,0.0,1.0,2.0
0.678948,-0.620553,0.00534752,-0.412371,0.043478300000000004,0.531034,0.12236300000000001,-0.509434,0.022082,-0.129693,-0.252033,0.49450500000000003,-0.012838800000000001,a>b>c,0.0,1.0,2.0
0.189474,-0.513834,0.41176499999999994,-0.360825,-0.304348,0.39310300000000004,0.21940900000000002,-0.320755,-0.211356,-0.19453900000000002,-0.04065030000000001,0.15018299999999998,0.415121,a>b>c,0.0,1.0,2.0
0.41578999999999994,-0.727273,0.21925100000000003,-0.371134,-0.173913,0.668966,0.405063,-0.7735850000000001,0.028391200000000002,-0.05802040000000001,-0.333333,0.17216099999999998,0.43651899999999993,a>b>c,0.0,1.0,2.0
-0.29473699999999997,-0.920949,-1.0,-1.0,-0.608696,-0.310345,-0.902954,-0.433962,-0.993691,-0.885666,-0.07317080000000001,-0.59707,-0.654779,b>a>c,1.0,0.0,2.0
-0.315789,-0.857708,-0.0160428,-0.443299,-0.326087,-0.262069,-0.6835439999999999,0.886792,-1.0,-0.66041,0.25203200000000003,-0.70696,-0.426534,b>a>c,1.0,0.0,2.0
-0.152631,-0.754941,-0.294118,-0.360825,-0.347826,-0.28275900000000004,-0.548523,0.509434,-0.867508,-0.23720100000000002,-0.18699200000000002,-0.765568,-0.754636,b>c>a,2.0,0.0,1.0
0.389474,-0.798419,-0.40107,-0.23711300000000002,-0.478261,-0.227586,-0.38818600000000003,-0.283019,-0.798107,-0.569966,0.21951199999999998,-0.12820499999999999,-0.49786,b>a>c,1.0,0.0,2.0
-0.29473699999999997,-0.84585,-0.14438499999999999,-0.134021,-0.6304350000000001,0.737931,0.16455699999999998,-0.7735850000000001,-0.0788643,-0.45904399999999995,0.203252,0.17216099999999998,-0.7974319999999999,b>a>c,1.0,0.0,2.0
-0.4,-0.719368,0.251337,-0.134021,-0.26087,-0.37241399999999997,-0.405063,0.20754699999999998,-0.608833,-0.715017,0.577236,-0.296703,-0.890157,b>a>c,1.0,0.0,2.0
-0.29473699999999997,-0.814229,0.283422,-0.226804,-0.391304,-0.00689654,-0.025316400000000003,-0.09433960000000001,0.05362769999999999,-0.433447,0.154472,-0.245421,-0.42938699999999996,b>a>c,1.0,0.0,2.0
0.0947367,-0.893281,-0.636364,-0.546392,-0.8260870000000001,0.37931,0.198312,-0.509434,0.179811,-0.31399299999999997,0.0406504,0.399267,-0.6804560000000001,b>a>c,1.0,0.0,2.0
-0.29473699999999997,-0.83004,-0.40107,-0.07216489999999999,-0.8260870000000001,-0.22069,-0.299578,-0.47169799999999995,-0.602524,-0.419795,0.0406504,0.6190479999999999,-0.669044,b>a>c,1.0,0.0,2.0
0.21579,-0.920949,0.0695186,-0.340206,-0.130435,0.0689654,-0.5949369999999999,0.584906,-0.993691,-0.677474,-0.121951,-0.516484,-0.326676,b>c>a,2.0,0.0,1.0
-0.378947,-0.822134,-0.582888,-0.360825,0.7608699999999999,-0.4,-0.603376,-0.9622639999999999,0.318612,-0.732082,0.300813,0.318681,-0.372325,b>a>c,1.0,0.0,2.0
-0.33684200000000003,-0.656126,-0.0909091,0.010309200000000001,-0.282609,-0.917241,-0.71308,-0.09433960000000001,-0.337539,-0.697952,-0.307317,-0.59707,-0.15549200000000002,b>c>a,2.0,0.0,1.0
0.48947399999999996,-0.695652,0.40107,0.48453599999999997,-0.652174,0.358621,0.06329109999999999,-0.698113,-0.0788643,-0.641638,0.43089399999999994,0.384615,-0.8116979999999999,b>a>c,1.0,0.0,2.0
0.29473699999999997,-0.636364,-0.0588235,0.381443,-0.6304350000000001,-0.37931,-0.367089,-0.47169799999999995,-0.608833,-0.580205,-0.18699200000000002,0.106227,-0.723252,b>a>c,1.0,0.0,2.0
0.0315789,-0.632411,0.326203,1.0,0.5,0.6,0.07594939999999999,-0.698113,-0.022082,-0.6467579999999999,0.349593,0.6337,0.008559200000000001,b>a>c,1.0,0.0,2.0
-0.510526,-0.86166,0.00534752,0.07216489999999999,-0.326087,0.655172,-0.240506,-1.0,-0.217666,-0.6706479999999999,-0.170732,0.362637,-0.132668,b>a>c,1.0,0.0,2.0
-0.668421,-0.549407,-0.40107,-0.443299,-0.41304300000000005,-0.565517,-0.481013,-0.20754699999999998,-0.5331229999999999,-0.569966,0.21951199999999998,-0.362637,-0.7860199999999999,b>a>c,1.0,0.0,2.0
0.052631500000000005,-0.936759,-0.625668,-0.443299,-0.652174,-0.331034,-0.28692,-0.584906,-0.337539,-0.433447,0.154472,-0.113553,-0.837375,b>a>c,1.0,0.0,2.0
-0.573684,-0.150198,-0.0695187,-0.23711300000000002,-0.0869565,-0.489655,-0.586498,0.132075,-0.6593060000000001,-0.766212,-0.21951199999999998,-0.08424910000000001,-0.6833100000000001,b>a>c,1.0,0.0,2.0
-0.315789,-0.901186,-0.36898400000000003,-0.56701,0.434783,-0.365517,-0.362869,-0.169811,0.48265,-0.638225,-0.056910699999999995,-0.23809499999999997,-0.326676,b>a>c,1.0,0.0,2.0
-0.121053,0.237154,0.1123,0.278351,-0.326087,0.275862,-0.0675106,0.132075,-0.0283911,-0.779863,0.154472,0.362637,-0.7360909999999999,b>a>c,1.0,0.0,2.0
-0.48947399999999996,-0.9288540000000001,-0.315508,-0.134021,-0.652174,-0.00689654,-0.18987300000000001,-0.358491,-0.35646700000000003,-0.791809,0.46341499999999997,0.355311,-1.0,b>a>c,1.0,0.0,2.0
-0.110526,-0.577075,-0.101604,-0.154639,-0.652174,-0.158621,-0.07594939999999999,-0.509434,-0.141956,-0.552901,0.10569100000000001,0.369963,-0.378031,b>a>c,1.0,0.0,2.0
-0.44736800000000004,-0.84585,0.229946,0.381443,-0.8260870000000001,-0.296552,-0.476793,0.0188679,-0.375394,-0.8430030000000001,0.349593,0.0622711,-0.49786,b>a>c,1.0,0.0,2.0
0.0631581,0.23320100000000002,0.026737900000000002,0.226804,-0.673913,-0.537931,-0.472574,0.811321,-0.23659299999999997,-0.39931700000000003,-0.414634,-0.457875,-0.661912,c>b>a,2.0,1.0,0.0
-0.573684,-0.9407110000000001,0.304813,-0.23711300000000002,-0.478261,-0.158621,-0.21097,-0.660377,0.223975,-0.697952,-0.495935,0.326007,-0.654779,b>a>c,1.0,0.0,2.0
-0.13684200000000002,-0.9051379999999999,-0.0588235,-0.23711300000000002,-0.36956500000000003,-0.158621,-0.324894,-0.358491,-0.337539,-0.771331,0.21951199999999998,0.384615,-0.754636,b>a>c,1.0,0.0,2.0
-0.405263,-0.656126,0.016042700000000003,0.257732,-0.565217,-0.448276,-0.43038000000000004,0.132075,-0.274448,-0.800341,0.382114,-0.274725,-0.690442,b>a>c,1.0,0.0,2.0
-0.6736840000000001,-0.632411,0.347593,0.587629,-0.608696,-0.351724,-0.464135,0.0188679,-0.413249,-0.774744,0.43089399999999994,0.421245,-0.5948640000000001,b>a>c,1.0,0.0,2.0
-0.6789470000000001,-0.478261,0.17647100000000002,0.134021,-0.695652,-0.331034,-0.43038000000000004,0.320755,-0.40694,-0.740614,-0.154472,0.08424910000000001,-0.426534,b>a>c,1.0,0.0,2.0
-0.44736800000000004,-0.766798,0.00534752,0.340206,-1.0,-0.158621,-0.472574,0.09433949999999999,-0.388013,-0.921502,-0.04065030000000001,0.421245,-0.504993,b>a>c,1.0,0.0,2.0
-0.44736800000000004,-0.56917,0.026737900000000002,-0.185567,-0.7608699999999999,-0.572414,-0.510549,0.47169799999999995,-0.223975,-0.808874,-0.0243902,-0.267399,-0.7118399999999999,b>a>c,1.0,0.0,2.0
-0.48947399999999996,-0.695652,0.13369,0.175258,-0.652174,-0.675862,-0.616034,0.396226,-0.23028400000000002,-0.604096,-0.07317080000000001,0.0109891,-0.754636,b>a>c,1.0,0.0,2.0
-0.126316,-0.687747,-0.0374332,0.041237199999999995,-0.782609,-0.7241380000000001,-0.5274260000000001,0.698113,-0.23659299999999997,-0.697952,-0.21951199999999998,-0.421245,-0.690442,b>c>a,2.0,0.0,1.0
-0.33684200000000003,-0.173913,-0.08021389999999999,-0.23711300000000002,-0.608696,0.0137931,-0.19409300000000002,-0.5471699999999999,-0.00315454,-0.8515360000000001,0.0894308,0.487179,-0.9828819999999999,b>a>c,1.0,0.0,2.0
-0.689474,-0.505929,-0.0160428,-0.23711300000000002,-0.391304,0.406896,-0.18987300000000001,-0.849057,-0.40694,-0.6638229999999999,0.10569100000000001,0.23809499999999997,-0.904422,b>a>c,1.0,0.0,2.0
-0.24210500000000001,-0.6917,-0.101604,-0.134021,1.0,0.0482758,-0.18565399999999999,-0.283019,0.8107260000000001,-0.774744,0.10569100000000001,-0.00366291,-0.0599144,b>a>c,1.0,0.0,2.0
-0.5894729999999999,-0.454546,0.47593599999999997,0.12371099999999999,0.391304,-0.572414,-0.725738,-0.9622639999999999,-0.274448,-0.791809,-0.23577199999999998,-0.274725,-0.504993,b>a>c,1.0,0.0,2.0
-0.33684200000000003,-0.735178,-0.336898,-0.443299,-0.673913,0.0827585,-0.08860760000000001,-0.396226,-0.141956,-0.723549,0.21951199999999998,0.07692310000000001,-0.7860199999999999,b>a>c,1.0,0.0,2.0
-0.29473699999999997,-0.8695649999999999,-0.208556,-0.185567,-0.608696,0.751724,0.43881899999999996,-0.584906,-0.0283911,-0.45051199999999997,-0.089431,0.0989011,-0.455064,b>a>c,1.0,0.0,2.0
-0.33684200000000003,-0.0395257,-0.0909091,-0.23711300000000002,-0.608696,0.289655,0.11814300000000001,0.20754699999999998,0.514196,-0.825939,0.528455,0.14285699999999998,-0.817404,b>a>c,1.0,0.0,2.0
-0.44736800000000004,-0.47035600000000005,-0.636364,-0.28865999999999997,-0.41304300000000005,-0.137931,-0.227848,-0.509434,-0.375394,-0.6552899999999999,0.284553,0.23809499999999997,-0.383738,b>a>c,1.0,0.0,2.0
-0.173684,-0.762846,-0.42246000000000006,-0.185567,-0.608696,-0.675862,-0.56962,-0.396226,-0.40694,-0.800341,-0.089431,0.0989011,-0.5948640000000001,b>a>c,1.0,0.0,2.0
-0.310526,-0.32411100000000004,0.17647100000000002,0.07216489999999999,-0.391304,0.0896551,-0.25316500000000003,-0.20754699999999998,-0.43217700000000003,-0.740614,-0.479675,0.545788,-0.771755,b>a>c,1.0,0.0,2.0
-0.5842109999999999,-0.612648,-0.44385,-0.0824742,-0.652174,0.0482758,-0.451477,-0.09433960000000001,-0.36277600000000004,-0.866894,-0.252033,-0.14285699999999998,-0.804565,b>a>c,1.0,0.0,2.0
-0.221052,-0.608696,-0.336898,0.0206185,-0.673913,-0.158621,-0.333333,-0.283019,-0.324921,-0.716724,-0.089431,0.684982,-0.437946,b>a>c,1.0,0.0,2.0
-0.268421,-0.284585,-0.026737999999999998,0.175258,-0.565217,-0.517241,-0.367089,1.0,-0.36277600000000004,-0.757679,-0.382114,0.487179,-0.947218,b>a>c,1.0,0.0,2.0
-0.35789499999999996,-0.608696,-0.187166,-0.134021,-0.782609,-0.537931,-0.28692,-0.09433960000000001,-0.23028400000000002,-0.638225,-0.154472,0.391941,-0.669044,b>a>c,1.0,0.0,2.0
-0.110526,-0.600791,-0.0160428,0.226804,-0.695652,-0.7241380000000001,-0.400844,0.320755,-0.23028400000000002,-0.6552899999999999,-0.349594,-0.15750899999999998,-0.7004279999999999,b>a>c,1.0,0.0,2.0
-0.373684,-0.782609,-0.379679,-0.134021,-0.5217390000000001,-0.048276,-0.2827,-0.018868,0.05362769999999999,-0.757679,-0.382114,0.282051,-0.951498,b>a>c,1.0,0.0,2.0
-0.6947369999999999,-0.758893,0.433155,-0.0309279,-0.478261,0.21379299999999998,0.08860760000000001,-0.396226,0.312303,-0.766212,-0.21951199999999998,0.457875,-0.426534,b>a>c,1.0,0.0,2.0
-0.773684,0.185771,-0.5080210000000001,-0.0824742,-0.195652,0.517241,-0.0548523,-0.584906,1.0,-0.723549,-0.560976,0.12820499999999999,-0.5948640000000001,b>a>c,1.0,0.0,2.0
-0.21578899999999998,-0.332016,-0.13369,0.07216489999999999,-0.608696,0.0827585,-0.18565399999999999,-0.509434,-0.48895900000000003,-0.8771329999999999,-0.317073,0.106227,-0.932953,b>a>c,1.0,0.0,2.0
-0.615789,-0.233202,0.668449,-0.0309279,-0.282609,-0.468966,-0.28692,0.7735850000000001,-0.5962149999999999,-0.569966,0.21951199999999998,-0.0989011,-0.53067,b>a>c,1.0,0.0,2.0
-0.8,-1.0,0.21925100000000003,0.07216489999999999,-0.608696,0.0344827,-0.29535900000000004,0.09433949999999999,-0.35015799999999997,-0.692833,0.0081301,-0.23809499999999997,-0.777461,b>a>c,1.0,0.0,2.0
-0.44736800000000004,-0.7430829999999999,0.21925100000000003,0.226804,-0.695652,0.0896551,-0.177215,0.132075,-0.602524,-0.723549,-0.268293,0.406593,-0.847361,b>a>c,1.0,0.0,2.0
-1.0,-0.695652,-0.101604,0.12371099999999999,-0.673913,0.0206896,-0.227848,0.47169799999999995,0.00946374,-0.8941979999999999,1.0,0.17216099999999998,-0.8159770000000001,b>a>c,1.0,0.0,2.0
-0.5842109999999999,-0.711462,-0.326203,0.05154630000000001,-0.652174,-0.310345,-0.468354,-0.358491,-0.293375,-0.885666,-0.23577199999999998,0.509157,-0.690442,b>a>c,1.0,0.0,2.0
-0.268421,-0.656126,-0.112299,0.226804,-0.173913,-0.296552,-0.26160300000000003,-0.20754699999999998,-0.242902,-0.866894,-0.056910699999999995,0.23809499999999997,-0.904422,b>a>c,1.0,0.0,2.0
-0.0842102,0.0632411,-0.336898,-0.443299,-0.782609,-0.551724,-0.616034,0.132075,-0.735016,-0.638225,-0.6422760000000001,-0.377289,-0.865906,b>c>a,2.0,0.0,1.0
-0.48947399999999996,0.0632411,-0.315508,-0.134021,-0.6304350000000001,-0.296552,-0.451477,-0.09433960000000001,-0.0788643,-1.0,-0.268293,0.304029,-0.592011,b>a>c,1.0,0.0,2.0
-0.7789470000000001,-0.34387399999999996,0.13369,-0.0309279,-0.434783,0.32413800000000004,0.0337553,-0.283019,-0.104101,-0.6638229999999999,-0.479675,0.553114,-0.504993,b>a>c,1.0,0.0,2.0
-0.721052,-0.482213,1.0,0.845361,0.0652174,0.517241,1.0,0.283019,-0.0788643,-0.19453900000000002,-0.268293,0.772894,-0.7332380000000001,b>a>c,1.0,0.0,2.0
-0.268421,0.45849799999999996,0.46524099999999996,0.639175,-0.304348,-0.158621,-0.24472600000000003,0.132075,-0.179811,-0.8634809999999999,-0.284553,0.355311,-0.875892,b>a>c,1.0,0.0,2.0
0.0631581,1.0,-0.17647000000000002,0.12371099999999999,-0.652174,0.13103399999999998,-0.025316400000000003,-0.358491,0.00946374,-0.774744,-0.593496,0.340659,-0.8544940000000001,b>a>c,1.0,0.0,2.0
-0.557895,0.411067,0.101604,0.07216489999999999,-0.7391300000000001,0.296552,0.135021,-0.698113,0.577287,-0.740614,-0.560976,0.736264,-0.8544940000000001,b>a>c,1.0,0.0,2.0
-0.452632,-0.43873500000000004,-0.13369,0.07216489999999999,-0.673913,0.11724100000000001,-0.025316400000000003,-0.09433960000000001,-0.40694,-0.74744,-0.382114,0.47252700000000003,-0.857347,b>a>c,1.0,0.0,2.0
-0.263158,-0.687747,-0.00534765,0.12371099999999999,-0.652174,0.21379299999999998,0.18565399999999999,-0.018868,-0.141956,-0.546075,-0.658537,0.15018299999999998,-0.894437,b>a>c,1.0,0.0,2.0
-0.6,-0.450593,0.518717,0.845361,-0.5217390000000001,-0.20689699999999997,-0.198312,0.698113,-0.148265,-0.706485,-0.203252,-0.14285699999999998,-0.731812,b>a>c,1.0,0.0,2.0
-0.29473699999999997,-0.648221,0.00534752,0.43299,-0.608696,-0.14482799999999998,-0.109705,0.0188679,-0.0599369,-0.8566549999999999,-0.333333,0.106227,-0.908702,b>a>c,1.0,0.0,2.0
-0.468421,0.407115,0.0909092,0.175258,-0.782609,-0.227586,-0.405063,0.09433949999999999,-0.40694,-0.774744,-0.495935,-0.0476191,-0.569187,b>a>c,1.0,0.0,2.0
