A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,ranking,a,b,c,d,e,f,g,h,i,j
-0.082151,0.424188,-1.275695,-0.040399000000000004,-1.4595200000000002,-1.058394,-0.8248139999999999,-1.487957,0.589751,-1.016308,1.0588799999999998,0.41200200000000003,1.297381,1.63059,-0.27029200000000003,1.988777,a>i>f>g>h>e>j>b>d>c,0.0,7.0,9.0,8.0,5.0,2.0,3.0,4.0,1.0,6.0
0.20975300000000002,0.91745,-1.161813,-0.040399000000000004,-0.462467,-0.058272000000000004,1.595315,1.086768,0.41398100000000004,1.772525,-0.308849,0.7069880000000001,-1.478464,-0.239389,-1.132352,-0.806229,b>j>e>f>i>h>a>d>c>g,6.0,0.0,8.0,7.0,2.0,3.0,9.0,5.0,4.0,1.0
0.64761,-1.610516,0.660304,0.8466969999999999,-1.4595200000000002,0.6825600000000001,-0.236134,-0.083562,0.677636,-1.236479,-1.408396,-1.099798,-0.985975,0.273347,1.262261,1.150275,i>f>h>a>j>g>b>c>e>d,3.0,6.0,7.0,9.0,8.0,1.0,5.0,2.0,0.0,4.0
1.7860369999999999,-0.069073,-0.364637,0.8466969999999999,-1.4595200000000002,0.8307260000000001,-1.413494,0.8527020000000001,-1.226538,0.7083649999999999,-1.220668,0.006397,-2.463441,-0.540998,-1.132352,-0.806229,f>b>i>j>e>g>a>d>c>h,6.0,1.0,8.0,7.0,4.0,0.0,5.0,9.0,2.0,3.0
-0.198913,-1.610516,0.4705,0.8466969999999999,1.472987,1.090017,0.9085209999999999,0.05019,-0.259804,-1.236479,0.8711530000000001,-0.5835739999999999,0.13331700000000002,0.605118,-1.132352,0.954625,i>h>f>a>j>g>b>d>c>e,3.0,6.0,8.0,7.0,9.0,2.0,5.0,1.0,0.0,4.0
0.034611,0.855792,0.394579,-0.9274959999999999,0.8571610000000001,-1.465852,-0.39965700000000004,-1.487957,-1.665963,-0.245709,-1.408396,1.5550709999999999,-0.403943,1.9623599999999999,1.262261,1.821077,f>i>a>h>j>g>b>e>c>d,2.0,6.0,8.0,9.0,7.0,0.0,5.0,3.0,1.0,4.0
-1.1330069999999999,0.794135,-0.174833,0.8466969999999999,0.8864860000000001,0.719601,0.548772,-0.083562,-0.025444,-1.236479,-0.952486,-0.43608100000000005,-0.224856,0.062221000000000005,1.262261,0.088173,h>f>i>c>a>j>g>b>e>d,4.0,7.0,3.0,9.0,8.0,1.0,6.0,0.0,2.0,5.0
-0.34486500000000003,-0.562335,-1.50346,-2.1798669999999998,-0.9903190000000001,-2.4289330000000002,0.6141810000000001,-1.387643,1.263536,0.23132800000000003,0.8443350000000001,1.8131830000000002,-0.493487,1.9623599999999999,-1.132352,1.234126,a>i>f>j>h>g>b>e>d>c,0.0,6.0,9.0,8.0,7.0,2.0,5.0,4.0,1.0,3.0
-1.1330069999999999,-5.248321,-0.364637,-3.5887849999999997,0.38795999999999997,-1.3176860000000001,1.202861,0.250818,1.263536,1.662439,0.576153,2.4031540000000002,0.043774,1.419463,0.759392,0.982575,a>i>j>f>b>h>e>d>g>c,0.0,4.0,9.0,7.0,6.0,3.0,8.0,5.0,1.0,2.0
-0.257294,0.054242,1.001951,0.8466969999999999,0.798511,0.42326899999999995,0.058205999999999994,0.183942,0.619046,0.23132800000000003,1.0588799999999998,-0.65732,0.043774,-1.053734,-1.132352,-0.666479,d>b>j>f>h>i>a>g>c>e,6.0,1.0,8.0,0.0,9.0,3.0,7.0,4.0,5.0,2.0
-0.286484,0.362531,-1.00997,-1.397135,0.47593500000000005,-0.984311,-0.693997,-1.487957,-1.665963,-0.5392710000000001,-1.5424870000000002,1.3707049999999998,-0.717345,1.871877,1.262261,1.988777,f>i>a>h>g>b>j>e>c>d,2.0,5.0,8.0,9.0,7.0,0.0,4.0,3.0,1.0,6.0
1.114657,0.732477,-0.02299,0.8466969999999999,-1.4595200000000002,-0.24348000000000003,-1.38079,-0.518255,0.794816,-0.025537999999999998,1.0588799999999998,1.075719,0.983979,0.273347,0.017062,-0.806229,e>f>j>a>i>b>g>c>h>d,3.0,5.0,7.0,9.0,0.0,1.0,6.0,8.0,4.0,2.0
0.7351810000000001,0.485846,-1.541421,-0.8753139999999999,1.3850120000000001,0.052853,1.235566,1.8558419999999998,-1.255833,1.332183,1.0588799999999998,1.2232120000000002,1.8346419999999999,0.032060000000000005,-0.46186099999999997,-0.806229,j>b>f>i>a>h>d>e>c>g,4.0,1.0,8.0,6.0,7.0,2.0,9.0,5.0,3.0,0.0
-0.870293,0.485846,0.4705,0.8466969999999999,1.150411,0.5343939999999999,0.189023,0.250818,-1.167949,-0.135624,-1.622941,-1.099798,-0.224856,-0.9934120000000001,1.262261,-0.806229,c>h>b>f>i>j>e>a>g>d,7.0,2.0,0.0,9.0,6.0,3.0,8.0,1.0,4.0,5.0
-1.1330069999999999,0.485846,0.8121470000000001,0.8466969999999999,1.472987,0.46031000000000005,0.581477,-0.050124,-0.201214,-1.0530030000000001,-0.684304,-1.2841639999999999,-1.791866,0.0018989999999999999,0.9270149999999999,0.22792300000000001,h>f>i>c>j>a>g>d>b>e,5.0,8.0,3.0,7.0,9.0,1.0,6.0,0.0,2.0,4.0
-0.257294,0.1159,-0.934048,-1.501499,0.5345850000000001,-0.910228,0.025501,-1.487957,-1.665963,-0.649356,-1.220668,1.038846,-0.6278020000000001,1.9623599999999999,1.262261,1.932877,f>i>a>h>g>b>j>e>c>d,2.0,5.0,8.0,9.0,7.0,0.0,4.0,3.0,1.0,6.0
0.6184189999999999,0.91745,-0.782205,-0.405674,-1.4595200000000002,-0.984311,-1.3480860000000001,-1.4545190000000001,0.355391,-1.236479,1.0588799999999998,-0.067349,0.043774,0.152703,-0.7731600000000001,-0.526729,g>a>f>i>j>b>h>e>c>d,1.0,5.0,8.0,9.0,7.0,2.0,0.0,6.0,3.0,4.0
-1.1330069999999999,-0.13073099999999999,-0.440558,0.8466969999999999,1.121086,1.090017,0.417955,0.819264,0.472571,0.341413,1.0588799999999998,-0.804813,-0.224856,-1.023573,-0.892891,-0.806229,d>b>j>h>f>i>a>e>g>c,6.0,1.0,9.0,0.0,7.0,4.0,8.0,3.0,5.0,2.0
-0.9870549999999999,0.300873,0.204775,0.742333,1.150411,1.275225,1.595315,1.22052,0.589751,0.928536,0.039788,-0.030476,-0.806888,-0.6314810000000001,-1.132352,-0.806229,b>d>j>h>f>i>e>a>c>g,7.0,0.0,8.0,1.0,6.0,4.0,9.0,3.0,5.0,2.0
1.7860369999999999,0.855792,1.001951,0.8466969999999999,-0.755718,0.089895,-1.67513,-0.417941,-0.874999,-1.236479,1.032062,-0.9891790000000001,0.983979,0.152703,-0.9168370000000001,0.731024,g>i>f>a>j>h>e>b>c>d,3.0,7.0,8.0,9.0,6.0,2.0,0.0,5.0,1.0,4.0
0.23894400000000002,0.054242,1.229716,0.8466969999999999,1.150411,0.349186,0.548772,0.150504,1.263536,-0.20901399999999998,0.576153,-1.136671,-0.762117,-1.053734,-1.132352,-0.442878,d>j>f>b>i>h>a>g>c>e,6.0,3.0,8.0,0.0,9.0,2.0,7.0,5.0,4.0,1.0
-0.286484,-0.808966,0.16681400000000002,0.8466969999999999,0.827836,0.46031000000000005,0.287137,-0.11699999999999999,-0.9335889999999999,-0.796137,-1.622941,-1.136671,-0.224856,-0.872769,1.262261,-0.806229,c>b>h>f>i>j>a>g>e>d,6.0,1.0,0.0,9.0,8.0,3.0,7.0,2.0,4.0,5.0
-1.103817,0.177558,-1.541421,-1.5536809999999999,0.27065900000000004,-1.2806440000000001,-0.49777,-1.487957,-1.343718,-0.20901399999999998,-1.515668,1.2232120000000002,-1.209834,1.871877,1.262261,1.988777,f>i>a>h>g>b>j>e>c>d,2.0,5.0,8.0,9.0,7.0,0.0,4.0,3.0,1.0,6.0
0.705991,0.91745,-0.02299,-0.562221,0.5932350000000001,-0.095313,1.595315,1.086768,0.648341,1.478963,-0.14793900000000001,0.48574799999999996,-1.165062,-0.360033,-1.132352,-0.806229,j>b>f>e>i>a>h>d>c>g,5.0,1.0,8.0,7.0,3.0,2.0,9.0,6.0,4.0,0.0
-0.811912,0.424188,0.584382,0.8466969999999999,0.974461,0.608477,0.025501,0.48488400000000004,0.8827010000000001,0.194633,1.0588799999999998,-0.76794,-0.000998,-1.053734,-1.132352,-0.806229,d>b>j>f>h>i>e>a>g>c,7.0,1.0,9.0,0.0,6.0,3.0,8.0,4.0,5.0,2.0
0.355705,-0.562335,1.0399120000000002,0.377058,1.472987,1.275225,1.039339,1.187082,0.062440999999999997,0.965231,-0.711122,0.19076300000000002,-2.015724,-0.45051499999999994,-1.132352,-0.806229,b>j>f>i>h>d>a>c>e>g,6.0,0.0,7.0,5.0,8.0,2.0,9.0,4.0,3.0,1.0
0.5016579999999999,0.855792,-0.8581270000000001,-0.6144029999999999,-1.4595200000000002,-1.539935,-0.49777,-1.487957,0.824111,-0.39249,1.0588799999999998,1.2600850000000001,0.13331700000000002,1.9623599999999999,-0.677376,1.262076,a>i>f>j>g>h>b>e>d>c,0.0,6.0,9.0,8.0,7.0,2.0,4.0,5.0,1.0,3.0
-1.1330069999999999,-0.623993,0.242736,0.168329,1.472987,1.275225,1.300975,1.187082,0.443276,0.965231,-0.201576,0.19076300000000002,-0.896432,-0.45051499999999994,-0.677376,-0.806229,b>j>h>f>i>d>a>c>e>g,6.0,0.0,7.0,5.0,8.0,3.0,9.0,2.0,4.0,1.0
-0.63677,0.91745,-1.541421,-0.510039,-1.283569,-1.095436,0.8431120000000001,-0.250751,1.263536,1.075316,0.334789,2.218788,0.715349,0.36383000000000004,0.663608,-0.806229,e>a>f>j>i>b>h>g>c>d,1.0,5.0,8.0,9.0,0.0,2.0,7.0,6.0,4.0,3.0
0.063801,0.6708189999999999,-0.8960879999999999,-0.405674,0.006734,-1.058394,-0.661292,-1.487957,-1.665963,0.011156999999999999,-1.596123,1.886929,-0.26962800000000003,1.9020380000000001,1.262261,1.988777,f>i>a>h>g>b>j>e>c>d,2.0,5.0,8.0,9.0,7.0,0.0,4.0,3.0,1.0,6.0
-0.549198,-0.192389,0.8121470000000001,0.8466969999999999,1.472987,0.571435,0.548772,0.31769400000000003,0.736226,0.598279,0.76388,-0.5835739999999999,-0.58303,-1.053734,-1.132352,-0.442878,d>j>b>h>f>i>a>g>c>e,6.0,2.0,8.0,0.0,9.0,4.0,7.0,3.0,5.0,1.0
-0.782722,-0.43901999999999997,-0.02299,0.8466969999999999,0.710535,0.42326899999999995,0.025501,-0.11699999999999999,-1.285128,-0.722746,-1.622941,-0.65732,-0.224856,-0.812447,1.262261,-0.806229,c>h>b>f>i>j>a>g>e>d,6.0,2.0,0.0,9.0,8.0,3.0,7.0,1.0,4.0,5.0
-0.607579,-0.747308,-1.541421,-0.562221,-1.166269,-1.539935,0.09091,-1.487957,1.263536,-0.42918500000000004,0.924789,1.333832,-0.13531300000000002,1.9623599999999999,-1.012622,1.541576,a>i>f>j>h>g>b>e>d>c,0.0,6.0,9.0,8.0,7.0,2.0,5.0,4.0,1.0,3.0
1.698466,0.91745,0.014971,0.324876,-1.34222,-0.280521,-1.67513,-0.752321,-0.142624,-1.236479,1.0588799999999998,-0.472954,-0.26962800000000003,0.092382,-0.940783,-0.442878,g>f>i>a>j>b>e>c>h>d,3.0,5.0,7.0,9.0,6.0,1.0,0.0,8.0,2.0,4.0
0.530848,-1.363885,2.254656,0.8466969999999999,-1.4595200000000002,0.941851,-0.49777,0.284256,1.117061,-0.649356,-1.569305,-1.2841639999999999,-2.239583,0.032060000000000005,1.046746,1.066425,i>f>h>a>j>g>b>c>e>d,3.0,6.0,7.0,9.0,8.0,1.0,5.0,2.0,0.0,4.0
-0.257294,-0.254046,1.761166,0.8466969999999999,1.472987,1.201142,-0.46506499999999995,1.38771,-0.318394,0.7450600000000001,1.032062,-0.10422200000000001,0.178089,-0.9934120000000001,-1.132352,-0.806229,d>j>b>f>h>i>a>g>c>e,6.0,2.0,8.0,0.0,9.0,3.0,7.0,4.0,5.0,1.0
-0.782722,-1.487201,-1.541421,-3.327874,-0.169217,-2.4289330000000002,1.333679,-0.7188829999999999,1.263536,1.112012,0.254334,2.4031540000000002,-1.791866,1.7210720000000002,-1.132352,0.647174,a>i>f>j>h>b>e>d>g>c,0.0,5.0,9.0,7.0,6.0,2.0,8.0,4.0,1.0,3.0
-1.1330069999999999,-0.069073,0.356618,0.8466969999999999,0.651885,0.497352,-0.46506499999999995,0.250818,-0.17191900000000002,0.268023,1.0588799999999998,-0.288588,0.312404,-0.963251,-1.060514,-0.806229,d>b>j>f>h>i>a>e>g>c,6.0,1.0,9.0,0.0,7.0,3.0,8.0,4.0,5.0,2.0
-1.1330069999999999,0.91745,0.7741859999999999,0.8466969999999999,1.472987,1.0159340000000001,0.38525,0.6520739999999999,-0.611344,-0.025537999999999998,-1.247486,-1.2841639999999999,-2.060496,-0.179067,-0.006884,0.367674,h>f>i>j>a>d>c>g>b>e,4.0,8.0,6.0,5.0,9.0,1.0,7.0,0.0,2.0,3.0
1.7860369999999999,-0.377362,1.001951,0.8466969999999999,-0.697068,0.386227,-0.334248,-0.217313,-0.289099,-1.236479,-1.622941,-0.9891790000000001,-0.762117,0.092382,1.166476,0.814875,i>f>g>a>c>j>h>b>e>d,3.0,7.0,4.0,9.0,8.0,1.0,2.0,6.0,0.0,5.0
-0.052961,0.362531,1.647284,0.8466969999999999,1.472987,1.127059,0.025501,1.4211479999999999,-0.728524,0.855146,0.361607,0.11701700000000001,-0.6278020000000001,-1.023573,-1.132352,-0.806229,d>j>b>f>h>i>a>c>e>g,6.0,2.0,7.0,0.0,8.0,3.0,9.0,4.0,5.0,1.0
1.7860369999999999,0.91745,0.660304,-0.040399000000000004,-0.550443,-0.391646,-1.119154,-0.685445,-0.406279,-1.236479,0.522516,-0.5835739999999999,-0.224856,0.243186,-1.132352,0.283823,g>f>i>a>j>e>h>b>c>d,3.0,7.0,8.0,9.0,5.0,1.0,0.0,6.0,2.0,4.0
1.610895,-0.377362,-0.02299,0.8466969999999999,-1.078294,-0.021230000000000002,0.254432,-0.484817,0.29680100000000004,-1.236479,-1.622941,-0.65732,-0.448715,0.5146350000000001,1.262261,1.513626,i>f>a>g>j>h>b>c>e>d,2.0,6.0,7.0,9.0,8.0,1.0,3.0,5.0,0.0,4.0
-1.1330069999999999,-0.192389,1.3056370000000002,-1.449317,1.472987,-1.984434,-0.9556319999999999,-1.487957,-1.021474,0.268023,0.8443350000000001,1.407578,1.297381,1.9623599999999999,-1.08446,1.429776,i>f>a>j>h>g>b>d>e>c,2.0,6.0,9.0,7.0,8.0,1.0,5.0,4.0,0.0,3.0
1.202228,0.91745,-0.174833,0.8466969999999999,0.24133400000000002,0.5343939999999999,0.45065900000000003,1.253958,0.736226,0.48819399999999996,1.0588799999999998,-0.76794,-0.090541,-1.053734,-1.132352,-0.610579,d>j>b>f>i>a>g>c>h>e,5.0,2.0,7.0,0.0,9.0,3.0,6.0,8.0,4.0,1.0
-0.11134200000000001,-0.562335,-1.541421,-2.1798669999999998,-1.136944,-2.4289330000000002,0.45065900000000003,-1.320767,1.263536,0.268023,0.978426,1.8500560000000001,-0.26962800000000003,1.9623599999999999,-0.9168370000000001,1.122325,a>i>f>j>h>g>b>e>d>c,0.0,6.0,9.0,8.0,7.0,2.0,5.0,4.0,1.0,3.0
-0.140532,0.91745,-0.7442449999999999,-0.405674,-1.4595200000000002,-1.132478,-0.268839,-0.484817,0.9998809999999999,-0.172319,1.0588799999999998,0.227636,0.849664,0.333669,0.47203900000000004,-0.806229,e>a>f>i>j>b>g>h>c>d,1.0,5.0,8.0,9.0,0.0,2.0,6.0,7.0,3.0,4.0
-1.1330069999999999,-0.623993,-0.364637,-0.6144029999999999,0.50526,0.6825600000000001,1.595315,1.8558419999999998,1.087766,1.772525,0.522516,0.7069880000000001,0.581034,-0.239389,0.20863099999999998,-0.806229,b>j>f>h>i>a>e>d>c>g,5.0,0.0,8.0,7.0,6.0,2.0,9.0,3.0,4.0,1.0
1.494133,-0.870624,2.254656,0.8466969999999999,-0.7263930000000001,0.719601,-1.3480860000000001,0.183942,0.677636,1.038621,1.032062,0.670114,0.401947,-0.540998,-1.132352,-0.806229,j>b>f>i>d>a>e>h>g>c,5.0,1.0,9.0,4.0,6.0,2.0,8.0,7.0,3.0,0.0
-1.1330069999999999,0.732477,0.05293200000000001,0.8466969999999999,0.50526,0.201019,0.058205999999999994,-0.317627,-0.669934,-1.236479,-1.19385,-0.43608100000000005,-0.672573,0.213025,1.262261,0.367674,h>f>i>c>a>g>j>b>e>d,4.0,7.0,3.0,9.0,8.0,1.0,5.0,0.0,2.0,6.0
-0.02377,0.547504,-1.389578,-1.084042,-1.4595200000000002,-1.6881009999999999,-0.334248,-1.487957,0.794816,-0.5392710000000001,1.0588799999999998,0.928227,0.983979,1.9020380000000001,-0.366076,1.988777,a>i>f>g>h>j>b>e>d>c,0.0,6.0,9.0,8.0,7.0,2.0,3.0,4.0,1.0,5.0
0.9687049999999999,0.91745,-0.098911,0.220511,-1.40087,-0.317563,-1.67513,-0.852635,-0.17191900000000002,-1.236479,1.0588799999999998,-0.546701,-0.000998,-0.028262,-0.844999,-0.610579,g>f>i>a>b>j>d>c>e>h,3.0,4.0,7.0,6.0,8.0,1.0,0.0,9.0,2.0,5.0
-0.374056,-0.377362,1.077872,0.8466969999999999,1.2383870000000001,0.719601,0.156319,0.38456999999999997,0.9705860000000001,0.304718,1.0588799999999998,-0.731066,-0.180085,-1.053734,-1.132352,-0.750329,d>b>j>f>h>i>a>g>c>e,6.0,1.0,8.0,0.0,9.0,3.0,7.0,4.0,5.0,2.0
-0.8994840000000001,-0.500677,0.242736,0.8466969999999999,1.472987,1.127059,0.646886,0.71895,1.263536,0.451499,1.032062,-0.804813,-0.403943,-1.053734,-1.132352,-0.442878,d>j>b>h>f>i>a>g>c>e,6.0,2.0,8.0,0.0,9.0,4.0,7.0,3.0,5.0,1.0
-0.22810300000000003,-0.747308,0.5464220000000001,0.8466969999999999,0.153359,-0.465729,-0.5958829999999999,-1.019825,-1.665963,-1.236479,-0.818395,-0.878559,0.446719,-1.023573,1.262261,-0.7782789999999999,c>f>i>b>h>j>g>a>e>d,7.0,3.0,0.0,9.0,8.0,1.0,6.0,4.0,2.0,5.0
0.20975300000000002,0.91745,-0.7442449999999999,0.063965,-1.4595200000000002,-0.206438,-0.890223,-0.083562,0.326096,0.378108,1.0588799999999998,0.522622,0.939208,-0.299711,0.256523,-0.806229,e>j>f>b>i>a>g>h>d>c,5.0,3.0,9.0,8.0,0.0,2.0,6.0,7.0,4.0,1.0
0.063801,-0.9939389999999999,1.3435979999999998,0.8466969999999999,0.68121,0.571435,0.189023,-0.183875,-0.318394,-1.236479,-1.622941,-0.915432,-0.224856,-0.7822859999999999,1.262261,-0.526729,c>b>f>h>i>j>a>g>d>e,6.0,1.0,0.0,8.0,9.0,2.0,7.0,3.0,4.0,5.0
