A1,A2,A3,A4,A5,A6,A7,A8,A9,ranking,a,b,c,d,e,f
-0.599648,-0.40150399999999997,0.541203,-0.208723,0.210713,-0.784219,-0.505576,-1.0,-0.0588235,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.43108,-0.377443,0.63029,-0.389408,0.14285799999999998,-0.806763,-0.418216,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.5838439999999999,-0.353383,0.52784,-0.308411,0.239285,-0.777778,-0.513011,-1.0,-0.0588235,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.444247,-0.359398,0.585746,-0.389408,0.214285,-0.8260870000000001,-0.45167299999999994,-1.0,-0.333333,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.43108,-0.434586,0.599109,-0.36448600000000003,0.24285700000000002,-0.8132050000000001,-0.429368,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.43283900000000003,-0.374436,0.576837,-0.41433000000000003,0.22499899999999998,-0.8132050000000001,-0.44981400000000005,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.41263900000000003,-0.413534,0.634744,-0.45794399999999996,0.178571,-0.803543,-0.39219299999999996,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.0509179,0.0917294,0.7149220000000001,-0.6261680000000001,-0.446428,-0.951691,-0.30855,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.301143,-0.046616500000000005,0.66147,-0.445483,-0.174999,-0.980676,-0.356877,-1.0,-1.0,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.455665,-0.311278,0.576837,-0.127726,0.042858099999999996,-0.8260870000000001,-0.440521,-1.0,-0.72549,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.442488,-0.37142800000000004,0.581292,-0.252336,0.049999699999999994,-0.8260870000000001,-0.42565,-1.0,-0.254902,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.252852,0.215038,0.670379,-1.0,-0.210715,-0.9903379999999999,-0.336431,-1.0,-1.0,e>c>a>b>d>f,2.0,3.0,1.0,4.0,0.0,5.0
-0.45478599999999997,-0.383459,0.612472,-0.376947,0.0642858,-0.809984,-0.39219299999999996,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.44160900000000003,-0.374436,0.5902,-0.339564,0.146427,-0.800322,-0.41263900000000003,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.46883199999999997,-0.203007,0.55902,-0.464174,0.0857134,-0.8389690000000001,-0.442379,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.430201,-0.323308,0.576837,-0.426791,0.139285,-0.79066,-0.423792,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.404737,-0.254135,0.550111,-0.302181,0.010713799999999999,-0.809984,-0.442379,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.46795299999999995,-0.35639099999999996,0.550111,-0.352025,0.153571,-0.8196459999999999,-0.442379,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.42668500000000004,-0.44962399999999997,0.567929,-0.28972,0.192857,-0.816425,-0.421933,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.41263900000000003,-0.29323299999999997,0.554566,-0.383178,0.0892856,-0.806763,-0.431227,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.42668500000000004,-0.42255600000000004,0.585746,-0.370717,0.167857,-0.803543,-0.394052,-1.0,-0.45098,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.445126,-0.365413,0.55902,-0.470405,0.235713,-0.8196459999999999,-0.420074,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.420541,-0.362406,0.550111,-0.41433000000000003,0.128572,-0.803543,-0.418216,-0.942857,-0.137255,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.43986099999999995,-0.446616,0.545657,-0.320872,0.278571,-0.806763,-0.420074,-1.0,-0.764706,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.41351800000000005,-0.410526,0.576837,-0.345794,0.121427,-0.816425,-0.3829,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.603165,-0.230075,0.536748,-0.426791,0.0464275,-0.8196459999999999,-0.416357,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.30289099999999997,-0.0496238,0.572383,-0.35825500000000005,-0.285715,-0.835749,-0.377323,-0.9301590000000001,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.401231,-0.395489,0.550111,-0.339564,0.124999,-0.7938810000000001,-0.395911,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.0359931,0.0466168,0.701559,-0.88785,-0.300001,-0.9645729999999999,-0.230483,-1.0,-1.0,a>c>e>b>d>f,0.0,3.0,1.0,4.0,2.0,5.0
-0.0359931,0.0466168,0.701559,-0.88785,-0.300001,-0.9645729999999999,-0.230483,-1.0,-1.0,a>c>e>b>d>f,0.0,3.0,1.0,4.0,2.0,5.0
-0.404737,-0.38045100000000004,0.55902,-0.48286599999999996,0.149999,-0.7938810000000001,-0.379182,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.43810299999999996,-0.404511,0.523385,-0.433022,0.210713,-0.809984,-0.403346,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.41703500000000004,-0.254135,0.510022,-0.352025,0.053571900000000006,-0.809984,-0.41263900000000003,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.0386306,-0.09774429999999999,0.710468,-0.732087,-0.303571,-0.94525,-0.19888499999999998,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.41088100000000005,-0.398496,0.52784,-0.43925200000000003,0.121427,-0.800322,-0.38104099999999996,-1.0,0.17647100000000002,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.310793,-0.169925,0.550111,-0.339564,-0.235715,-0.822866,-0.336431,-1.0,-1.0,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.338015,-0.26015,0.5011140000000001,-0.445483,0.039285900000000006,-0.816425,-0.36803,-1.0,-0.37254899999999996,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
0.3626,-0.0195487,0.648107,-0.738318,-0.37142800000000004,-0.993559,-0.184015,-1.0,-0.607843,a>b>c>d>e>f,0.0,1.0,2.0,3.0,4.0,5.0
-0.027212,-0.254135,0.679287,-0.688474,-0.221429,-0.958132,-0.14684,-1.0,-1.0,a>b>c>e>d>f,0.0,1.0,2.0,4.0,3.0,5.0
-0.312551,-0.14285699999999998,0.492205,-0.41433000000000003,-0.18928499999999998,-0.809984,-0.35316,-1.0,-1.0,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
0.0579511,-0.100752,0.6570159999999999,-0.862928,-0.307143,-0.9710139999999999,-0.139405,-1.0,-0.37254899999999996,a>b>c>d>e>f,0.0,1.0,2.0,3.0,4.0,5.0
-0.287966,-0.257143,0.483296,-0.383178,-0.0892856,-0.806763,-0.310409,-1.0,-0.568627,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.391571,-0.18797,0.278396,-0.43925200000000003,0.0821412,-0.822866,-0.330855,-1.0,-1.0,a>b>c>d>e>f,0.0,1.0,2.0,3.0,4.0,5.0
-0.366106,-0.275188,0.265033,-0.383178,0.0857134,-0.822866,-0.32342,-1.0,-1.0,a>b>c>d>e>f,0.0,1.0,2.0,3.0,4.0,5.0
-0.417914,-0.254135,0.25167,-0.376947,0.132144,-0.835749,-0.332714,-1.0,-0.647059,a>b>c>d>e>f,0.0,1.0,2.0,3.0,4.0,5.0
-0.425816,-0.482707,0.207127,-0.376947,0.389284,-0.8196459999999999,-0.325279,-1.0,-0.0588235,b>a>d>c>e>f,1.0,0.0,3.0,2.0,4.0,5.0
-0.912199,-0.320301,0.545657,-0.48286599999999996,0.132144,-0.800322,-0.45724899999999996,-1.0,0.21568600000000002,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.377525,-0.35639099999999996,0.550111,-0.376947,0.121427,-0.806763,-0.442379,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.438982,-0.172932,0.665924,-0.45171300000000003,0.135713,-0.809984,-0.516729,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.438982,-0.2,0.63029,-0.43925200000000003,0.0642858,-0.816425,-0.47211899999999996,-1.0,-0.568627,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.30640700000000004,-0.13684200000000002,0.612472,-0.489097,0.010713799999999999,-0.9549110000000001,-0.38104099999999996,-1.0,-1.0,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.24319200000000002,-0.0736839,0.594655,-0.35825500000000005,-0.317857,-0.961353,-0.39776999999999996,-0.561905,-1.0,b>f>d>a>c>e,3.0,0.0,4.0,2.0,5.0,1.0
-0.0719863,-0.16391,0.719376,-0.6323989999999999,-0.29285700000000003,-0.925926,-0.23606,-1.0,-0.568627,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.023705900000000002,0.0345867,0.697105,-0.694704,-0.45,-1.0,-0.208179,-1.0,-1.0,e>a>c>b>d>f,1.0,3.0,2.0,4.0,0.0,5.0
-0.0719863,-0.172932,0.665924,-0.619938,-0.214285,-0.9420290000000001,-0.223048,-1.0,-0.72549,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.136081,-0.109774,0.599109,-0.48286599999999996,-0.232143,-0.9710139999999999,-0.26208200000000004,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.0895485,-0.302255,0.625835,-0.638629,-0.139285,-0.938808,-0.17843900000000001,-1.0,-0.333333,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.0895485,-0.302255,0.625835,-0.638629,-0.103572,-0.938808,-0.17843900000000001,-1.0,-0.333333,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.0895485,-0.28120300000000004,0.594655,-0.619938,-0.14643,-0.925926,-0.184015,-1.0,-0.37254899999999996,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
0.0403889,-0.22405999999999998,0.594655,-0.669782,-0.221429,-0.961353,-0.118959,-1.0,-0.882353,a>b>c>d>e>f,0.0,1.0,2.0,3.0,4.0,5.0
-0.597011,0.24210500000000001,0.634744,-0.0965732,-0.264285,-0.94847,-0.6412640000000001,-1.0,-0.529412,b>a>c>d>e>f,1.0,0.0,2.0,3.0,4.0,5.0
-0.356457,-0.12481199999999999,0.723831,-0.389408,-0.232143,-0.8260870000000001,-0.462825,-1.0,0.254902,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.580328,-0.290225,0.599109,-0.233645,0.174999,-0.784219,-0.5539029999999999,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.546972,-0.21503699999999998,0.5902,-0.202492,0.0928578,-0.803543,-0.542751,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.577701,-0.311278,0.585746,-0.22118400000000002,0.178571,-0.768116,-0.540892,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.582965,-0.311278,0.594655,-0.239875,0.182143,-0.777778,-0.52974,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.534674,-0.184962,0.6080180000000001,-0.22118400000000002,-0.07857180000000001,-0.7874399999999999,-0.516729,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.550478,-0.317293,0.594655,-0.22118400000000002,0.07857180000000001,-0.803543,-0.5148699999999999,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.562776,-0.04060130000000001,0.567929,-0.40186900000000003,0.09642730000000001,-0.8808370000000001,-0.533457,-1.0,-0.45098,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.582965,-0.37142800000000004,0.567929,0.00311525,0.0892856,-0.777778,-0.527881,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.5812069999999999,-0.359398,0.567929,0.14018699999999998,0.017858199999999998,-0.777778,-0.527881,-1.0,-1.0,c>a>b>f>d>e,1.0,2.0,0.0,4.0,5.0,3.0
-0.580328,-0.24210500000000001,0.536748,-0.28972,0.199999,-0.803543,-0.548327,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.533806,-0.193985,0.581292,-0.40186900000000003,0.07142739999999999,-0.780998,-0.503717,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.5794590000000001,-0.290225,0.567929,-0.21495300000000003,0.0928578,-0.780998,-0.513011,-1.0,-0.647059,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.741883,0.058646800000000006,0.376392,0.115265,-0.11785799999999999,-0.645733,-0.6933090000000001,-1.0,-1.0,f>b>d>a>c>e,3.0,1.0,4.0,2.0,5.0,0.0
-0.552237,-0.20902199999999999,0.594655,-0.252336,0.039285900000000006,-0.8550719999999999,-0.483271,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.601407,-0.245113,0.554566,-0.264797,0.228571,-0.877617,-0.516729,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.534674,-0.196992,0.554566,-0.233645,0.014286000000000002,-0.784219,-0.5074350000000001,-1.0,-0.607843,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.55838,-0.314285,0.55902,-0.258567,0.0999995,-0.806763,-0.5,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.5390699999999999,-0.45263100000000006,0.550111,-0.015576300000000001,0.221429,-0.7971010000000001,-0.5074350000000001,-1.0,-0.647059,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.3626,-0.338346,0.665924,-0.489097,-0.11785799999999999,-0.7938810000000001,-0.343866,-1.0,-0.137255,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.5697989999999999,-0.347368,0.5322939999999999,-0.27725900000000003,0.16071300000000002,-0.8582930000000001,-0.47211899999999996,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.584724,-0.28120300000000004,0.518931,-0.196262,0.232143,-0.977456,-0.44981400000000005,-1.0,-0.254902,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.582965,-0.245113,0.48775100000000005,-0.264797,0.174999,-0.874396,-0.48141300000000004,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.54873,-0.404511,0.483296,-0.252336,0.239285,-0.784219,-0.477695,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.34591700000000003,-0.20902199999999999,0.52784,-0.28972,-0.124999,-0.835749,-0.41078100000000006,-1.0,-1.0,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.3626,-0.311278,0.612472,-0.520249,-0.09643,-0.7938810000000001,-0.312268,-1.0,-0.41176499999999994,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.448643,-0.557895,0.447662,-0.45794399999999996,0.335715,-0.800322,-0.35501900000000003,-1.0,-0.0588235,a>b>c>d>e>f,0.0,1.0,2.0,3.0,4.0,5.0
-0.496044,-0.416541,0.282851,-0.115265,0.214285,-0.764895,-0.421933,-1.0,-1.0,b>a>c>d>f>e,1.0,0.0,2.0,3.0,5.0,4.0
-0.388933,-0.329323,0.318486,-0.28972,0.110713,-0.806763,-0.375465,-0.911111,-1.0,a>b>c>d>e>f,0.0,1.0,2.0,3.0,4.0,5.0
-0.525904,-0.39248099999999997,0.269488,-0.283489,0.235713,-0.816425,-0.375465,-0.9301590000000001,-0.137255,b>a>c>d>e>f,1.0,0.0,2.0,3.0,4.0,5.0
-0.46005100000000004,-0.512782,0.211581,-0.16510899999999998,0.0928578,-0.7745569999999999,-0.29368,-1.0,-1.0,b>a>d>c>e>f,1.0,0.0,3.0,2.0,4.0,5.0
-0.381031,-0.431579,0.229399,-0.663551,0.42857,-0.887279,-0.258364,-1.0,-0.21568600000000002,b>a>d>c>e>f,1.0,0.0,3.0,2.0,4.0,5.0
0.413529,-0.0766915,0.403118,-0.76947,-0.728571,-0.9742350000000001,0.154275,-1.0,-1.0,b>e>d>a>c>f,3.0,0.0,4.0,2.0,1.0,5.0
0.13696,-0.067669,0.29175999999999996,-0.45171300000000003,-0.521428,-0.9742350000000001,-0.00371751,-1.0,-1.0,b>e>a>d>c>f,2.0,0.0,4.0,3.0,1.0,5.0
0.19403199999999998,-0.783459,-1.0,-0.00934579,-0.149999,-0.7391300000000001,0.45167299999999994,-1.0,0.333333,d>b>a>c>e>f,2.0,1.0,3.0,0.0,4.0,5.0
0.76471,-1.0,-1.0,0.127726,-1.0,-0.8132050000000001,0.462825,1.0,0.09803919999999999,d>a>b>c>e>f,1.0,2.0,3.0,0.0,4.0,5.0
1.0,-0.5278189999999999,-1.0,-0.557632,-0.8749979999999999,-0.961353,1.0,-1.0,-0.0588235,d>b>a>c>e>f,2.0,1.0,3.0,0.0,4.0,5.0
-0.028091200000000004,0.112782,-1.0,-0.557632,0.0214277,-0.967794,0.13197,-1.0,-0.686275,b>d>f>a>c>e,3.0,0.0,4.0,1.0,5.0,2.0
-0.382789,-0.100752,-1.0,-0.8317760000000001,0.657141,-1.0,0.03345719999999999,-1.0,-1.0,e>a>b>c>d>f,1.0,2.0,3.0,4.0,0.0,5.0
0.359973,-0.8496239999999999,-1.0,-0.7009350000000001,0.214285,-1.0,0.719331,-1.0,-1.0,e>d>b>a>c>f,3.0,2.0,4.0,1.0,0.0,5.0
0.425816,-0.912782,-1.0,-0.713396,0.167857,-1.0,0.771375,-1.0,-1.0,d>e>b>a>c>f,3.0,2.0,4.0,0.0,1.0,5.0
0.459182,-0.42556400000000005,-1.0,-0.7632399999999999,-0.210715,-0.980676,0.6672859999999999,-1.0,-1.0,d>b>e>a>c>f,3.0,1.0,4.0,0.0,2.0,5.0
-0.317826,-0.178947,0.706013,-0.39563899999999996,-0.0214277,-0.816425,-0.483271,-1.0,-0.45098,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.357325,-0.287218,0.768374,-0.43925200000000003,-0.0607136,-0.806763,-0.442379,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.358204,-0.193985,0.73274,-0.352025,-0.08214400000000001,-0.835749,-0.47026,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.373129,-0.245113,0.7371939999999999,-0.302181,-0.0999995,-0.822866,-0.46468400000000004,-1.0,-0.607843,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.479371,-0.100752,0.6391979999999999,-0.0529595,-0.196429,-0.7938810000000001,-0.54461,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.5101,-0.22706700000000002,0.6213810000000001,-0.22741399999999998,-0.0285721,-0.79066,-0.516729,-1.0,0.137255,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.5285310000000001,-0.148872,0.5902,-0.264797,-0.0571441,-0.7938810000000001,-0.52974,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.35996300000000003,-0.24210500000000001,0.674833,-0.35825500000000005,-0.07499960000000001,-0.8132050000000001,-0.444238,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.5188699999999999,-0.338346,0.576837,-0.17134000000000002,0.124999,-0.7938810000000001,-0.516729,-1.0,-0.17647100000000002,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.497802,-0.24811999999999998,0.576837,-0.258567,0.0821412,-0.8196459999999999,-0.503717,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.48023999999999994,-0.172932,0.550111,-0.115265,-0.0321442,-0.800322,-0.5241640000000001,-1.0,-1.0,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.06760089999999999,-0.257143,0.6391979999999999,-0.464174,0.049999699999999994,-0.8260870000000001,-0.42565,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.335378,-0.338346,0.63029,-0.208723,-0.035713699999999994,-0.8132050000000001,-0.420074,-1.0,-0.529412,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.515364,-0.335338,0.6080180000000001,-0.39563899999999996,0.049999699999999994,-0.8196459999999999,-0.41078100000000006,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.151885,-0.0827067,0.015590200000000002,-0.28972,-0.221429,-0.84219,-0.17843900000000001,-1.0,-0.333333,b>d>a>c>e>f,2.0,0.0,3.0,1.0,4.0,5.0
-0.163304,-0.151879,-0.0690423,-0.14018699999999998,-0.153571,-0.829308,-0.230483,-0.828571,-0.333333,b>d>a>c>e>f,2.0,0.0,3.0,1.0,4.0,5.0
-0.20544,-0.022556299999999998,-0.39866399999999996,-0.16510899999999998,-0.303571,-0.874396,-0.0464684,-1.0,-0.294118,b>d>a>c>e>f,2.0,0.0,3.0,1.0,4.0,5.0
-0.06760089999999999,-0.09172910000000001,-0.550111,-0.333333,-0.149999,-0.8937200000000001,0.061338300000000005,-1.0,-1.0,b>d>f>a>c>e,3.0,0.0,4.0,1.0,5.0,2.0
0.31606799999999996,-0.106767,-1.0,-0.333333,-0.48928599999999994,-0.938808,0.48884700000000003,-1.0,-0.607843,b>d>a>c>e>f,2.0,0.0,3.0,1.0,4.0,5.0
-0.387185,-0.18797,0.772829,-0.445483,-0.042858099999999996,-0.8132050000000001,-0.494424,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.398593,-0.10375899999999999,0.7505569999999999,-0.22118400000000002,-0.285715,-0.8260870000000001,-0.483271,-1.0,-0.41176499999999994,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.388933,-0.218045,0.7149220000000001,-0.40186900000000003,0.0607136,-0.832528,-0.5,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.408254,-0.26015,0.7371939999999999,-0.370717,-0.0999995,-0.822866,-0.440521,-1.0,0.09803919999999999,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.393329,-0.317293,0.69265,-0.507788,0.164285,-0.8196459999999999,-0.45167299999999994,-1.0,-0.529412,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.476734,-0.350376,0.612472,-0.202492,0.124999,-0.803543,-0.501859,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.509221,-0.38045100000000004,0.567929,-0.22118400000000002,0.267857,-0.7874399999999999,-0.540892,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.509221,-0.35639099999999996,0.585746,-0.158879,0.18928499999999998,-0.79066,-0.5241640000000001,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.495175,-0.218045,0.576837,-0.17757,-0.024999900000000002,-0.780998,-0.501859,-1.0,-1.0,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.353819,-0.257143,0.616927,-0.514019,0.07857180000000001,-0.816425,-0.446097,-0.942857,-0.333333,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.51975,-0.362406,0.563474,-0.283489,0.14285799999999998,-0.780998,-0.479554,-0.9619049999999999,-0.0196078,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.47849200000000003,-0.317293,0.545657,-0.0654206,0.039285900000000006,-0.7874399999999999,-0.48884799999999995,-1.0,-1.0,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
-0.521508,-0.320301,0.41648100000000005,-0.41433000000000003,0.128572,-0.8132050000000001,-0.371747,-1.0,-0.0588235,a>c>b>d>e>f,0.0,2.0,1.0,3.0,4.0,5.0
-0.364348,-0.362406,0.634744,-0.4081,-0.014286000000000002,-0.800322,-0.395911,-1.0,0.37254899999999996,c>a>b>d>e>f,1.0,2.0,0.0,3.0,4.0,5.0
