A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,ranking,a,b,c,d,e,f,g
1.125137728,-0.14642923,-0.356970027,-0.194509585,-0.31063653399999996,-0.119957988,-0.625486002,-0.139604585,-0.9385213370000001,-0.924082295,-0.948803106,-0.929808282,0.894157709,-0.8383916790000001,0.523849899,-0.984316064,2.21821789,-0.45468639299999997,e>c>a>g>d>f>b,2.0,6.0,1.0,4.0,0.0,5.0,3.0
-1.6299274209999999,-1.259785398,-0.356970027,-0.194509585,-0.08420797599999999,-0.082711563,-0.22537247300000002,-0.104338086,-0.45732417399999997,-0.40082194,-0.425505605,-0.544821232,0.8845656679999999,-0.162818291,-0.6111528589999999,-0.453633965,0.069940273,-0.206034894,a>e>d>c>g>b>f,0.0,5.0,3.0,2.0,1.0,6.0,4.0
1.0703105609999999,1.0191155090000001,-0.356970027,-0.194509585,0.6774146809999999,-0.069846332,0.32863143,-0.111178582,0.46820288299999996,0.474446941,0.549612215,0.35959522899999996,-0.32404021899999996,0.9271877079999999,-1.24598111,0.535244391,-0.526351394,-0.399559207,f>d>c>e>a>b>g,4.0,5.0,2.0,1.0,3.0,0.0,6.0
1.6185822319999998,-0.05944827900000001,-0.356970027,-0.194509585,0.9450117309999999,-0.030093131000000002,-0.24076270100000002,-0.108989725,0.282905206,0.341255463,0.27902899,0.228209838,0.299445081,0.206191868,-0.649623626,0.260842786,-0.7952890579999999,-0.35450750299999995,d>f>c>e>a>b>g,4.0,5.0,2.0,0.0,3.0,1.0,6.0
0.289023429,-0.459560652,-0.356970027,-0.194509585,3.044623342,-0.024782789,-0.502374147,-0.130409114,0.28581538,0.37613881,0.23308098100000002,0.258766883,0.5872089220000001,-0.117400949,-0.38991997899999997,0.214246374,-1.006432346,-0.309216369,d>c>e>f>a>b>g,4.0,5.0,1.0,0.0,2.0,3.0,6.0
0.809881517,0.375456474,-0.356970027,-0.194509585,-0.43414497399999996,-0.113670177,-0.6100971589999999,-0.13554360099999999,-0.955984059,-0.927253563,-0.9870931890000001,-0.935919196,1.038039457,-0.991673294,0.639274319,-1.023146484,0.441878509,-0.361114482,e>a>c>d>g>f>b,1.0,6.0,2.0,3.0,0.0,5.0,4.0
0.7276407659999999,0.079721242,-0.356970027,-0.194509585,-0.537067315,-0.119710231,-0.425429099,-0.13664472800000002,-0.815311479,-0.7116070959999999,-0.867117886,-0.844255515,1.603975701,-1.014381454,0.110248468,-0.8678250359999999,0.599274561,0.415182939,a>e>c>g>d>f>b,0.0,6.0,2.0,4.0,1.0,5.0,3.0
0.097128344,0.184098383,-0.356970027,-0.194509585,0.28631215600000004,-0.056944531,-0.25615016,-0.11391052900000001,-0.808520637,-0.87334201,-0.7522487840000001,-0.804534383,0.069232627,-0.287712151,0.41804490200000005,-0.784988033,1.782852572,-0.662453568,e>c>a>d>g>f>b,2.0,6.0,1.0,3.0,0.0,5.0,4.0
-0.574504453,-1.659897771,-0.356970027,-0.194509585,-0.557651561,-0.124273803,-0.42542965299999996,-0.13242763,1.988437515,1.901518871,1.996972178,2.040089664,-2.405541756,1.6879141430000002,-0.447634786,2.00302901,-0.8119769370000001,-0.663275396,b>d>f>c>a>e>g,4.0,0.0,3.0,1.0,5.0,2.0,6.0
0.014887593000000001,1.975905966,-0.356970027,-0.194509585,-0.351807249,-0.12194006199999999,-0.394651135,-0.13185855800000001,-0.819192148,-0.816259133,-0.9181711770000001,-0.694537823,0.692722244,-1.332299275,1.5626644859999999,-0.8445268309999999,0.555907974,2.239078082,g>e>a>c>d>f>b,2.0,6.0,3.0,4.0,1.0,5.0,0.0
1.37185998,-1.138012067,-0.356970027,-0.194509585,-0.578235807,-0.11790638699999999,-0.548540954,-0.134317668,-0.7522515940000001,-0.778203691,-0.6909840070000001,-0.792312665,0.376182278,-0.208235633,-0.024413067000000004,-0.722858709,0.8555452040000001,-0.456640661,e>a>c>d>g>f>b,1.0,6.0,2.0,3.0,0.0,5.0,4.0
-1.520273086,-0.05944827900000001,-0.356970027,-0.194509585,-0.5782361770000001,-0.124335078,-0.548541231,-0.13513330699999998,-0.928819796,-0.936767366,-0.925829102,-0.91453097,0.6831302020000001,-0.7418809759999999,0.571943552,-0.961017858,2.510220745,-0.616580035,e>c>a>g>d>f>b,2.0,6.0,1.0,4.0,0.0,5.0,3.0
-1.6436342119999998,1.5062088319999998,-0.356970027,4.3903592080000005,0.10105209,-0.090070005,0.559465466,-0.095735181,0.37312846299999997,0.36028118600000003,0.46282102299999994,0.274042655,-0.419969269,0.9044764820000001,-1.111324769,0.44722843,-0.478854447,-0.425799463,f>d>c>e>a>b>g,4.0,5.0,2.0,1.0,3.0,0.0,6.0
-0.62933162,-1.068427307,-0.356970027,-0.194509585,-0.495898082,-0.118719227,-0.42542965299999996,-0.129843375,1.915670064,1.936413634,1.905076161,1.8873319419999999,-1.369590893,1.5005733540000001,-1.1690309190000001,1.909836188,-0.958698878,-0.527557298,b>d>f>c>a>e>g,4.0,0.0,3.0,1.0,5.0,2.0,6.0
-1.465445919,-0.703107314,-0.356970027,4.3903592080000005,1.583132618,0.095427165,2.8985973639999996,0.349276893,-0.594115456,-0.679894419,-0.49442761700000004,-0.6242634970000001,-0.295266684,0.17780922300000002,-0.005175952,-0.523528581,1.041972034,-0.589718555,c>e>d>f>a>g>b,4.0,6.0,0.0,2.0,1.0,3.0,5.0
1.22108527,2.132471677,-0.356970027,-0.194509585,0.348063041,-0.084545599,0.159352767,-0.10635384699999999,-0.511653537,-0.530845318,-0.660352767,-0.309549591,0.241891968,-1.4117783469999998,2.149401681,-0.51835172,-0.15481174,2.326838957,g>e>a>d>c>f>b,2.0,6.0,4.0,3.0,1.0,5.0,0.0
-0.42372974399999996,0.288475523,-0.356970027,-0.194509585,-0.639989286,-0.126564903,-0.579319195,-0.139415658,-0.890983603,-0.886026967,-0.87477581,-0.9053646540000001,0.769459441,-0.622662113,0.283384233,-0.90924412,1.624948438,-0.40306653600000003,e>a>c>d>g>f>b,1.0,6.0,2.0,3.0,0.0,5.0,4.0
-0.972001415,0.323267904,-0.356970027,-0.194509585,-0.43414497399999996,-0.108850554,-0.117649184,-0.104324993,-0.922998924,-0.911397195,-0.930934385,-0.91453097,0.8557886790000001,-0.810005968,0.514231341,-0.966195185,1.5003806430000002,-0.473361949,e>a>c>d>g>f>b,1.0,6.0,2.0,3.0,0.0,5.0,4.0
-0.24554145100000002,0.39285266399999996,-0.356970027,-0.194509585,-0.0018709920000000001,-0.10484464,-0.08687149699999999,-0.117751953,-0.41075614899999996,-0.457904817,-0.333609589,-0.45315559899999996,-0.093834672,0.17780922300000002,-0.20716652300000002,-0.36044114200000005,0.025811563,-0.519028406,a>e>d>c>f>b>g,0.0,5.0,3.0,2.0,1.0,4.0,6.0
-0.437436535,1.9585097759999999,2.410146627,-0.194509585,-0.043039484,-0.067185251,-0.117649184,-0.12430146800000001,-0.64262447,-0.664037937,-0.767563255,-0.465378966,0.328221206,-1.360684475,1.976265916,-0.650375661,0.089151045,2.34906714,g>e>a>c>d>f>b,2.0,6.0,3.0,4.0,1.0,5.0,0.0
1.645995815,2.184660247,-0.356970027,-0.194509585,0.0392975,-0.09856811300000001,-0.25615016,-0.12978036,-0.584415748,-0.629153449,-0.662905179,-0.440934981,0.069232627,-1.003027374,1.629994387,-0.6296658860000001,-0.090583113,2.657323816,g>e>a>d>c>f>b,2.0,6.0,4.0,3.0,1.0,5.0,0.0
-1.0542421659999999,0.862549798,-0.356970027,-0.194509585,-0.269468042,-0.103453672,-0.271540388,-0.11225099,-0.46702650100000004,-0.46742053299999997,-0.637378763,-0.257606465,0.376182278,-1.51964313,2.197498796,-0.474343739,-0.338299576,2.240585845,g>e>a>c>d>f>b,2.0,6.0,3.0,4.0,1.0,5.0,0.0
1.563755065,-0.024655899,-0.356970027,-0.194509585,-0.5988204229999999,-0.12590421300000001,-0.579319195,-0.137148524,-0.82501302,-0.736977296,-0.862012373,-0.856477233,1.4696853909999998,-0.923548302,0.09101048800000001,-0.883357251,0.67652061,0.264966372,a>e>c>g>d>f>b,0.0,6.0,2.0,4.0,1.0,5.0,3.0
0.809881517,0.375456474,-0.356970027,-0.194509585,-0.351806878,-0.116367425,-0.179204558,-0.124274501,-0.881282063,-0.870170771,-0.882433735,-0.880920943,0.817420512,-0.730526896,0.41804490200000005,-0.917010111,1.006182884,-0.435900829,e>a>c>d>g>f>b,1.0,6.0,2.0,3.0,0.0,5.0,4.0
-0.218127867,0.39285266399999996,-0.356970027,-0.194509585,-0.6811582959999999,-0.12427375800000001,-0.656264077,-0.137857484,-0.9695662420000001,-0.936767366,-1.012619812,-0.9389746529999999,1.086000183,-1.082506855,0.745079229,-1.04903333,-1.383131664,-0.473361949,e>c>a>d>g>f>b,2.0,6.0,1.0,3.0,0.0,5.0,4.0
-0.190714283,2.132471677,-0.356970027,-0.194509585,0.47157222200000004,-0.080593893,0.944190706,-0.07022487599999999,-0.29239771600000003,-0.334226201,-0.499534739,-0.000948744,-0.141790564,-1.62182934,2.8900418539999997,-0.25689459800000003,-0.166090293,2.31464743,g>e>c>a>d>f>b,3.0,6.0,2.0,4.0,1.0,5.0,0.0
0.412384555,-1.4511434890000001,-0.356970027,-0.194509585,-0.0018709920000000001,-0.081089361,-0.656264105,-0.137857484,-0.937551105,-0.9018834490000001,-0.979435035,-0.911475513,1.086000183,-1.048444257,0.687367279,-1.01538026,-1.358796268,-0.13453586,e>a>c>d>g>f>b,1.0,6.0,2.0,3.0,0.0,5.0,4.0
0.9195358509999999,0.584210756,-0.356970027,-0.194509585,-0.31063653399999996,-0.115993839,-0.45620706299999997,-0.137400431,-0.49031051299999995,-0.5403581789999999,-0.6195095829999999,-0.28205045100000004,-0.055461325,-1.2641737720000001,2.197498796,-0.495053514,-0.038145503,2.459994504,g>e>a>c>d>f>b,2.0,6.0,3.0,4.0,1.0,5.0,0.0
1.1525513109999999,2.184660247,-0.356970027,-0.194509585,0.203971467,-0.046373572,0.09779739400000001,-0.06863080099999999,-0.695012843,-0.721120814,-0.8288278020000001,-0.50204357,0.328221206,-1.4628722180000002,2.149401681,-0.6814391590000001,0.466095645,2.277613402,g>e>a>c>d>f>b,2.0,6.0,3.0,4.0,1.0,5.0,0.0
-0.094766741,0.027532671,-0.356970027,-0.194509585,-0.5782361770000001,-0.120660117,-0.425429099,-0.134317668,-0.9404615409999999,-0.936767366,-0.9436978229999999,-0.929808282,0.798236429,-0.792974848,0.543087879,-0.979138737,2.510220745,-0.525939527,e>c>a>g>d>f>b,2.0,6.0,1.0,4.0,0.0,5.0,3.0
-1.122776125,0.497229805,-0.356970027,-0.194509585,0.018711401000000003,-0.089235825,-0.333095762,-0.12606477900000002,-0.93076,-0.908225927,-0.948803106,-0.920641884,0.961302001,-0.8838085109999999,0.533468456,-0.984316064,0.9714186579999999,-0.369073919,e>a>c>d>g>f>b,1.0,6.0,2.0,3.0,0.0,5.0,4.0
1.673409399,-0.546541603,-0.356970027,-0.194509585,-0.372391495,-0.115746105,-0.548541231,-0.13815613300000001,-0.654265167,-0.721120814,-0.542928038,-0.715926104,-0.074652315,0.206191868,-0.274499022,-0.5727134229999999,0.898929311,-0.50147882,e>a>c>d>g>f>b,1.0,6.0,2.0,3.0,0.0,5.0,4.0
-0.8486402890000001,1.349643121,-0.356970027,-0.194509585,0.080465991,-0.088638676,0.020851792,-0.11200274,0.643800852,0.629840803,0.741061484,0.533758281,-0.650174816,1.176975428,-1.3421666840000002,0.729395327,-0.559240971,-0.434354239,f>d>c>b>e>a>g,5.0,3.0,2.0,1.0,4.0,0.0,6.0
-1.259844042,-0.11163685,-0.356970027,-0.194509585,-0.5988204229999999,-0.126895247,-0.6408751229999999,-0.139667561,-0.9424020059999999,-0.936767366,-0.9436978229999999,-0.935919196,0.817420512,-0.781620768,0.504612784,-0.979138737,2.510220745,-0.498107384,e>c>a>g>d>f>b,2.0,6.0,1.0,4.0,0.0,5.0,3.0
-0.094766741,-0.668314934,-0.356970027,-0.194509585,0.512740714,-0.02878266,-0.040703582,-0.024232872000000003,-0.7561320009999999,-0.835286568,-0.673114827,-0.7709243840000001,-0.10342585,-0.066307077,0.216053465,-0.7047373640000001,1.520866001,-0.625231878,e>c>a>d>g>f>b,2.0,6.0,1.0,3.0,0.0,5.0,4.0
-0.053646365999999994,-1.103219687,-0.356970027,-0.194509585,0.14222058199999998,-0.075361372,0.128575081,-0.091302206,-0.27008550800000003,-0.23274426199999998,-0.20597750899999998,-0.379826392,0.558432797,0.206191868,-0.9093272720000001,-0.23100796199999998,-0.020117337,-0.267393737,a>d>e>c>f>g>b,0.0,6.0,3.0,1.0,2.0,4.0,5.0
1.2759124370000001,-0.14642923,-0.356970027,-0.194509585,-0.351807249,-0.11540028,-0.563930075,-0.133545421,-0.36903928700000005,-0.38179621700000005,-0.33871671,-0.388991856,0.184335401,-0.10037136099999999,-0.014794508999999999,-0.36562033299999996,-0.384320455,-0.508480535,a>e>d>c>f>g>b,0.0,6.0,3.0,2.0,1.0,4.0,5.0
1.1525513109999999,-1.9556330030000002,-0.356970027,-0.194509585,-0.392976111,-0.121609645,-0.071481269,-0.074613641,2.737407895,2.919494945,2.433478256,2.8956154030000003,-0.573436756,0.217550036,0.206434908,2.445694916,-1.432517276,-0.672147255,b>d>g>a>e>c>f,3.0,0.0,5.0,1.0,4.0,6.0,2.0
-0.958294623,1.4888126419999999,2.410146627,-0.194509585,-0.022457091000000002,-0.09842540400000001,-0.28692784600000004,-0.12319942199999999,-0.64262447,-0.641840118,-0.7777752,-0.47454443,0.529655808,-1.428809978,1.889698034,-0.658140953,-0.083172118,2.240365829,g>e>a>c>d>f>b,2.0,6.0,3.0,4.0,1.0,5.0,0.0
-1.026828582,1.3148507409999999,-0.356970027,-0.194509585,0.492154615,-0.060882858,0.882635332,-0.061683523,0.487607536,0.464934079,0.587902988,0.38403921399999996,-0.602218924,1.069111155,-1.207510343,0.57407551,-0.501420314,-0.44167303799999996,f>d>c>e>a>b>g,4.0,5.0,2.0,1.0,3.0,0.0,6.0
0.48091851399999996,-1.433747299,-0.356970027,-0.194509585,-0.392976111,-0.109254042,-0.6100971589999999,-0.13724450900000001,-0.9521034420000001,-0.920910998,-0.9870931890000001,-0.929808282,1.057223799,-1.014381454,0.658511434,-1.023146484,0.48243312299999996,-0.312050705,e>a>c>d>g>f>b,1.0,6.0,2.0,3.0,0.0,5.0,4.0
0.234196262,0.288475523,-0.356970027,-0.194509585,0.862674747,-0.09845729,-0.25615016,-0.127883827,-0.27784684600000004,-0.267630463,-0.272347109,-0.29121591399999996,0.31862916399999996,-0.191200937,0.004442605,-0.298314148,-0.621056206,-0.47730284100000003,d>e>a>c>f>g>b,2.0,6.0,3.0,0.0,1.0,4.0,5.0
-1.588807045,-0.5117492229999999,-0.356970027,-0.194509585,-0.475313836,-0.11500281300000001,-0.394651135,-0.128835766,1.994252624,2.113998465,1.915299593,1.951487435,-0.535072043,1.108851969,-1.3421666840000002,1.92020389,-1.095460651,-0.422182126,b>d>f>c>a>e>g,4.0,0.0,3.0,1.0,5.0,2.0,6.0
-0.231834659,0.39285266399999996,-0.356970027,-0.194509585,-0.701742764,-0.127308179,-0.671653087,-0.140171367,-0.970536396,-0.936767366,-1.0151724770000001,-0.9389746529999999,1.0955923109999999,-1.093861037,0.754697873,-1.0516220170000001,-1.869800168,0.881942408,e>a>c>g>d>f>b,1.0,6.0,2.0,4.0,0.0,5.0,3.0
-0.944587831,-0.28559875100000004,-0.356970027,-0.194509585,-0.290054141,-0.12268335400000001,0.636411068,0.203235797,0.334321775,0.382480717,0.324976998,0.295431486,0.165153044,0.211873507,-0.5245849770000001,0.307439197,-0.860402448,-0.406735642,d>f>c>e>a>b>g,4.0,5.0,2.0,0.0,3.0,1.0,6.0
-0.972001415,0.914738368,-0.356970027,-0.194509585,0.080465991,-0.11195510300000001,0.067019707,-0.09440568,0.356636603,0.37613881,0.42453254700000004,0.25265382399999997,-0.113017028,0.7455183390000001,-1.1497955359999998,0.40839964100000004,-0.518243975,-0.380831883,f>d>c>a>e>b>g,3.0,5.0,2.0,1.0,4.0,0.0,6.0
-1.1501897079999999,-0.355183511,-0.356970027,-0.194509585,0.20397517199999998,-0.058265928,-0.179204558,-0.114729246,0.634101145,0.6615531960000001,0.672139472,0.5551443620000001,-0.266493149,0.7739060940000001,-1.04399227,0.65950071,-0.732716079,-0.41416445,d>f>c>b>e>a>g,5.0,3.0,2.0,0.0,4.0,1.0,6.0
-0.793813122,0.21889076300000002,-0.356970027,-0.194509585,1.788975077,-0.044618249000000006,0.067019707,-0.085807535,-0.56404191,-0.679894419,-0.43316513799999995,-0.6028746660000001,-0.592627746,0.410567354,-0.101362392,-0.46140158600000003,1.024574591,-0.6112672729999999,e>c>d>a>f>g>b,3.0,6.0,1.0,2.0,0.0,4.0,5.0
1.7008229830000001,-1.138012067,-0.356970027,-0.194509585,-0.20771715699999999,-0.106285133,-0.594708039,-0.13459880300000002,-0.738669385,-0.765518734,-0.6807720620000001,-0.773979814,0.35699733100000003,-0.219588692,0.014061163,-0.712502656,0.792236382,-0.467499145,e>a>c>d>g>f>b,1.0,6.0,2.0,3.0,0.0,5.0,4.0
-0.47855691100000003,-0.38997589200000005,2.410146627,-0.194509585,-0.372391495,-0.118719205,-0.19459478600000002,-0.108116597,-0.444711673,-0.35642573200000005,-0.44082237399999996,-0.529542709,1.162737294,-0.33880602200000004,-0.591917475,-0.46916687799999995,-0.100105278,-0.10174039300000001,a>e>c>d>g>f>b,0.0,6.0,2.0,3.0,1.0,5.0,4.0
0.75505435,1.749755494,-0.356970027,-0.194509585,0.6774146809999999,-0.04463921,0.32863143,-0.044637035,-0.572772432,-0.603782964,-0.708853188,-0.373713334,0.184335401,-1.3777161059999998,2.149401681,-0.5727134229999999,0.072191604,2.369166334,g>e>a>c>d>f>b,2.0,6.0,3.0,4.0,1.0,5.0,0.0
-0.39631616,-1.9208406230000001,-0.356970027,-0.194509585,-0.39297685200000004,-0.11665449300000001,-0.517762714,-0.136644745,2.481281137,2.548456243,2.310957892,2.593124865,-1.4079556069999999,0.8987999529999999,-0.11098094900000001,2.321445585,-1.184029054,-0.6622206079999999,b>d>g>a>e>c>f,3.0,0.0,5.0,1.0,4.0,6.0,2.0
-0.177007492,-0.5813339829999999,-0.356970027,-0.194509585,2.035989733,0.027566056000000002,-0.317705533,-0.125211477,0.7369369020000001,0.709123211,0.8176430290000001,0.659030613,-0.851615462,1.1429162529999999,-1.0824630370000001,0.807057565,-0.650643247,-0.482686785,d>f>c>e>a>b>g,4.0,5.0,2.0,0.0,3.0,1.0,6.0
1.2347920620000001,1.0191155090000001,-0.356970027,-0.194509585,0.24514366399999998,-0.094514057,0.082407165,-0.10646488,0.448800848,0.44907931,0.529190623,0.347374611,-0.362413566,0.9044764820000001,-1.1690309190000001,0.5145346160000001,-0.538054809,-0.41491509600000004,f>d>c>e>a>b>g,4.0,5.0,2.0,1.0,3.0,0.0,6.0
1.37185998,-1.138012067,-0.356970027,-0.194509585,-0.578235807,-0.11790638699999999,-0.548540954,-0.134317668,-0.7522515940000001,-0.778203691,-0.6909840070000001,-0.792312665,0.376182278,-0.208235633,-0.024413067000000004,-0.722858709,0.8555452040000001,-0.456640661,e>a>c>d>g>f>b,1.0,6.0,2.0,3.0,0.0,5.0,4.0
-0.5059704939999999,-0.598730173,-0.356970027,-0.194509585,-0.413560728,-0.118719205,0.34402165799999995,-0.071401856,-0.385533767,-0.318368578,-0.36169071399999997,-0.47454443,0.9229338340000001,-0.157141762,-0.659241317,-0.388918539,-0.10164266599999999,-0.169990943,a>e>d>c>f>g>b,0.0,6.0,3.0,2.0,1.0,4.0,5.0
-0.464850119,-0.05944827900000001,-0.356970027,-0.194509585,-0.18713105800000002,-0.10659398699999999,-0.502374147,-0.127041254,-0.529114582,-0.616469634,-0.42295319299999995,-0.5662073129999999,-0.362413566,0.274320436,-0.101362392,-0.45104553399999997,0.592463628,-0.561640511,e>a>c>d>f>b>g,1.0,5.0,2.0,3.0,0.0,4.0,6.0
-0.93088104,-1.416351109,-0.356970027,-0.194509585,0.162802975,-0.10792591,-0.39465141200000003,-0.128282439,0.010289208000000001,-0.0012418,0.082474897,-0.065112487,-0.113017028,0.490048981,-0.716956125,0.061514988,-0.403973609,-0.43139695299999997,d>a>e>c>f>b>g,1.0,5.0,3.0,0.0,2.0,4.0,6.0
1.179964895,0.114513622,-0.356970027,-0.194509585,-0.701742764,-0.127308179,-0.671653087,-0.140171367,-0.970536396,-0.936767366,-1.0151724770000001,-0.9389746529999999,1.0955923109999999,-1.093861037,0.754697873,-1.0516220170000001,-1.869800168,0.881942408,e>a>c>g>d>f>b,1.0,6.0,2.0,4.0,0.0,5.0,3.0
-1.205016875,-0.05944827900000001,-0.356970027,-0.194509585,-0.392976111,-0.11962766,-0.37926090700000004,-0.13229939,-0.920088226,-0.93042483,-0.913065894,-0.908420083,0.654354077,-0.707818225,0.543087879,-0.94807454,2.34799791,-0.605165039,e>c>a>g>d>f>b,2.0,6.0,1.0,4.0,0.0,5.0,3.0
-0.972001415,0.288475523,2.410146627,-0.194509585,-0.43414497399999996,-0.11742884699999999,-0.179204558,-0.122368055,-0.7522515940000001,-0.82894409,-0.6935364190000001,-0.740369815,-0.084243493,-0.22526522100000002,0.466138555,-0.725447139,1.347193792,-0.69850399,e>c>a>d>g>f>b,2.0,6.0,1.0,3.0,0.0,5.0,4.0
0.946949435,-0.894465405,-0.356970027,-0.194509585,-0.331222632,-0.11838889999999999,-0.34848322,-0.12071191699999999,1.477163663,1.324348191,1.67533612,1.370953094,-2.587791411,2.5338038430000003,-1.698055904,1.6768541330000002,-0.45320942399999997,-0.5583790829999999,b>d>f>c>a>e>g,4.0,0.0,3.0,1.0,5.0,2.0,6.0
-0.533384078,-0.616126363,2.410146627,-0.194509585,0.059883597999999996,-0.085271855,-0.19459478600000002,-0.082422655,-0.41657911700000005,-0.32471334,-0.410191134,-0.508153878,1.172329422,-0.299065209,-0.668859009,-0.438103381,-0.095374856,-0.096848252,a>e>c>d>g>f>b,0.0,6.0,2.0,3.0,1.0,5.0,4.0
